ID,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Año,Mes,Día,Día semana,Hora,Hora completa,Num víctimas,Participantes,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Coordenada,Pos x,Pos y
2018-0066,PEATON,PASAJEROS,PEATON,MASCULINO,73,Entre 61 y 80,2018,6,28,Jueves,11,11:00:00,1,PEATON-PASAJEROS,2018-06-28,Av. Corrientes y Av. Federico Lacroze,AVENIDA,CORRIENTES AV.,"LACROZE, FEDERICO AV.","CORRIENTES AV. y LACROZE, FEDERICO AV.",COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.45511899,-34.58698157",-58.45511899,-34.58698157
2018-0067,PASAJERO_ACOMPAÑANTE,AUTO,PASAJEROS,FEMENINO,81,Más de 80,2018,6,29,Viernes,16,16:15:00,1,PASAJEROS-AUTO,2018-07-06,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.37724226,-34.62973033",-58.37724226,-34.62973033
2018-0068,CONDUCTOR,AUTO,MOTO,MASCULINO,21,Entre 21 y 40,2018,7,1,Domingo,9,09:00:00,1,MOTO-AUTO,2018-07-01,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,CARABOBO AV.,"ALBERDI, JUAN BAUTISTA AV.","CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.45546217,-34.62930339",-58.45546217,-34.62930339
2018-0069,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,20,Entre 21 y 40,2018,7,4,Miercoles,21,21:45:00,1,BICICLETA-PASAJEROS,2018-07-04,"Córdoba Av. 2215

",AVENIDA,CORDOBA AV.,,CORDOBA AV. 2215,COMUNA 2,RECOLETA,"-58.39897064,-34.59954925",-58.39897064,-34.59954925
2018-0070,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,33,Entre 21 y 40,2018,7,7,Sabado,15,15:45:00,1,MOTO-PASAJEROS,2018-07-07,"Estados Unidos y Urquiza, Gral.",CALLE,ESTADOS UNIDOS,"URQUIZA, GRAL.","ESTADOS UNIDOS y URQUIZA, GRAL.",COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.40917826,-34.62126274",-58.40917826,-34.62126274
2018-0071,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2018,7,10,Martes,17,17:50:00,1,MOTO-CARGAS,2018-07-10,Moreno y Av. Huergo,AVENIDA,MORENO,"HUERGO, ING. AV.","MORENO y HUERGO, ING. AV.",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.36726348,-34.61099738",-58.36726348,-34.61099738
2018-0072,CONDUCTOR,CARGAS,MOTO,MASCULINO,27,Entre 21 y 40,2018,7,11,Miercoles,13,13:15:00,1,MOTO-CARGAS,2018-07-13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.48267426,-34.68454456",-58.48267426,-34.68454456
2018-0073,PEATON,CARGAS,PEATON,FEMENINO,67,Entre 61 y 80,2018,7,11,Miercoles,15,15:45:00,1,PEATON-CARGAS,2018-07-11,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.",,"IRIARTE, GRAL. AV. 3400",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.39546165,-34.65168841",-58.39546165,-34.65168841
2018-0074,CONDUCTOR,CARGAS,AUTO,MASCULINO,25,Entre 21 y 40,2018,7,14,Sabado,6,06:04:00,1,AUTO-CARGAS,2018-07-14,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,"ALBERDI, JUAN BAUTISTA AV. 2968",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.46941984,-34.63376545",-58.46941984,-34.63376545
2018-0075,PEATON,AUTO,PEATON,MASCULINO,23,Entre 21 y 40,2018,7,15,Domingo,7,07:30:00,1,PEATON-AUTO,2018-07-15,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,ORTIZ DE OCAMPO,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,COMUNA 14,PALERMO,"-58.40367321,-34.58129246",-58.40367321,-34.58129246
2018-0076,CONDUCTOR,CARGAS,AUTO,MASCULINO,73,Entre 61 y 80,2018,7,16,Lunes,9,09:30:00,1,AUTO-CARGAS,2018-07-16,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE","PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52932872,-34.65014993",-58.52932872,-34.65014993
2018-0077,CONDUCTOR,CARGAS,AUTO,MASCULINO,58,Entre 41 y 60,2018,7,16,Lunes,23,23:15:00,1,AUTO-CARGAS,2018-07-17,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",ESTADOS UNIDOS,"URQUIZA, GRAL. y ESTADOS UNIDOS",COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.40917826,-34.62126274",-58.40917826,-34.62126274
2018-0078,PEATON,AUTO,PEATON,MASCULINO,27,Entre 21 y 40,2018,7,21,Sabado,6,06:15:00,1,PEATON-AUTO,2018-07-21,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,SANCHEZ DE BUSTAMANTE,PARAGUAY y SANCHEZ DE BUSTAMANTE,COMUNA 2,RECOLETA,"-58.41264127,-34.59473294",-58.41264127,-34.59473294
2018-0079,PEATON,CARGAS,PEATON,MASCULINO,0,Menos de 20,2018,7,23,Lunes,7,07:15:00,1,PEATON-CARGAS,2018-07-23,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.50877521,-34.66977709",-58.50877521,-34.66977709
2018-0080,PEATON,AUTO,PEATON,MASCULINO,26,Entre 21 y 40,2018,7,25,Miercoles,22,22:22:00,1,PEATON-AUTO,2018-07-25,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.51232237,-34.6590353",-58.51232237,-34.6590353
2018-0081,PEATON,MULTIPLE,PEATON,MASCULINO,35,Entre 21 y 40,2018,7,29,Domingo,6,06:30:00,1,MULTIPLE,2018-07-29,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,RIVERA INDARTE AV.,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.44744156,-34.64567171",-58.44744156,-34.64567171
2018-0082,CONDUCTOR,CARGAS,MOTO,FEMENINO,17,Menos de 20,2018,8,1,Miercoles,15,15:53:00,1,MOTO-CARGAS,2018-08-01,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,"GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.49441273,-34.65869968",-58.49441273,-34.65869968
2018-0083,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2018,8,2,Jueves,5,05:20:00,1,MOTO-CARGAS,2018-08-02,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.47976785,-34.69153196",-58.47976785,-34.69153196
2018-0084,PEATON,CARGAS,PEATON,MASCULINO,45,Entre 41 y 60,2018,8,3,Viernes,7,07:25:00,1,PEATON-CARGAS,2018-08-03,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.36523349,-34.62260331",-58.36523349,-34.62260331
2018-0085,PASAJERO_ACOMPAÑANTE,PASAJEROS,MOTO,FEMENINO,22,Entre 21 y 40,2018,8,3,Viernes,18,18:16:00,2,MOTO-PASAJEROS,2018-08-03,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.39118948,-34.62704273",-58.39118948,-34.62704273
2018-0085,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,30,Entre 21 y 40,2018,8,3,Viernes,18,18:16:00,2,MOTO-PASAJEROS,2018-08-03,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.39118948,-34.62704273",-58.39118948,-34.62704273
2018-0086,PEATON,PASAJEROS,PEATON,MASCULINO,40,Entre 41 y 60,2018,8,10,Viernes,21,21:44:00,1,PEATON-PASAJEROS,2018-08-10,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.49019551,-34.65015854",-58.49019551,-34.65015854
2018-0087,PEATON,PASAJEROS,PEATON,MASCULINO,75,Entre 61 y 80,2018,8,15,Miercoles,19,19:20:00,1,PEATON-PASAJEROS,2018-08-20,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,COLOMBRES,PAVON AV. y COLOMBRES,COMUNA 5,ALMAGRO - BOEDO,"-58.41644362,-34.63023775",-58.41644362,-34.63023775
2018-0088,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2018,8,17,Viernes,16,16:36:00,1,MOTO-CARGAS,2018-08-17,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.5007381,-34.5497951",-58.5007381,-34.5497951
2018-0089,PEATON,PASAJEROS,PEATON,MASCULINO,80,Más de 80,2018,8,17,Viernes,17,17:56:00,1,PEATON-PASAJEROS,2018-08-17,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.39626094,-34.63036565",-58.39626094,-34.63036565
2018-0090,CONDUCTOR,AUTO,MOTO,MASCULINO,27,Entre 21 y 40,2018,8,18,Sabado,10,10:34:00,1,MOTO-AUTO,2018-08-18,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.43284809,-34.67051543",-58.43284809,-34.67051543
2018-0091,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,FEMENINO,23,Entre 21 y 40,2018,8,19,Domingo,18,18:47:00,1,AUTO-AUTO,2018-08-19,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52280139,-34.63659934",-58.52280139,-34.63659934
2018-0092,CONDUCTOR,AUTO,MOTO,MASCULINO,23,Entre 21 y 40,2018,8,20,Lunes,8,08:20:00,1,MOTO-AUTO,2018-08-20,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,GASCON,CORDOBA AV. y GASCON,COMUNA 14,PALERMO,"-58.4233693,-34.59774487",-58.4233693,-34.59774487
2018-0093,PEATON,PASAJEROS,PEATON,MASCULINO,24,Entre 21 y 40,2018,8,20,Lunes,8,08:41:00,1,PEATON-PASAJEROS,2018-08-20,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,,15 DE NOVIEMBRE DE 1889 1513,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38691681,-34.63105973",-58.38691681,-34.63105973
2018-0094,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,32,Entre 21 y 40,2018,8,23,Jueves,5,05:35:00,1,MOTO-PASAJEROS,2018-08-23,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",BERUTI,"SALGUERO, JERONIMO y BERUTI",COMUNA 14,PALERMO,"-58.4116902,-34.5857988",-58.4116902,-34.5857988
2018-0095,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,FEMENINO,49,Entre 41 y 60,2018,8,26,Domingo,0,00:59:00,1,AUTO-AUTO,2018-08-26,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.46739825,-34.65117757",-58.46739825,-34.65117757
2018-0096,PEATON,AUTO,PEATON,MASCULINO,39,Entre 21 y 40,2018,8,31,Viernes,22,22:20:00,1,PEATON-AUTO,2018-08-31,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.44483258,-34.67152226",-58.44483258,-34.67152226
2018-0097,CONDUCTOR,OTRO,AUTO,FEMENINO,35,Entre 21 y 40,2018,9,2,Domingo,10,10:50:00,1,AUTO-MOVIL,2018-09-02,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,"RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.43254025,-34.66128115",-58.43254025,-34.66128115
2018-0098,CONDUCTOR,AUTO,AUTO,MASCULINO,55,Entre 41 y 60,2018,9,9,Domingo,5,05:00:00,2,AUTO-AUTO,2018-09-09,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.47199387,-34.69640164",-58.47199387,-34.69640164
2018-0098,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,MASCULINO,54,Entre 41 y 60,2018,9,9,Domingo,5,05:00:00,2,AUTO-AUTO,2018-09-09,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.47199387,-34.69640164",-58.47199387,-34.69640164
2018-0099,PEATON,PASAJEROS,PEATON,MASCULINO,18,Menos de 20,2018,9,12,Miercoles,14,14:25:00,1,PEATON-PASAJEROS,2018-09-13,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,PEDERNERA,RIVADAVIA AV. y PEDERNERA,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.46411215,-34.62925068",-58.46411215,-34.62925068
2018-0100,SD,AUTO,MOTO,FEMENINO,33,Entre 21 y 40,2018,9,20,Jueves,10,10:30:00,1,MOTO-AUTO,2018-09-20,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.36217754,-34.62367156",-58.36217754,-34.62367156
2018-0101,CONDUCTOR,MULTIPLE,AUTO,MASCULINO,0,Menos de 20,2018,9,21,Viernes,0,00:15:00,1,MULTIPLE,2018-09-21,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.",ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.48098594,-34.5407313",-58.48098594,-34.5407313
2018-0102,CONDUCTOR,AUTO,MOTO,MASCULINO,20,Entre 21 y 40,2018,9,21,Viernes,0,00:30:00,1,MOTO-AUTO,2018-09-21,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.41083404,-34.64640709",-58.41083404,-34.64640709
2018-0103,PEATON,MOTO,PEATON,MASCULINO,1,Menos de 20,2018,9,27,Jueves,17,17:51:00,1,PEATON-MOTO,2018-09-29,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.","CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.44609828,-34.64446729",-58.44609828,-34.64446729
2018-0104,CONDUCTOR,MOTO,MOTO,MASCULINO,22,Entre 21 y 40,2018,10,1,Lunes,8,08:58:00,1,MOTO-MOTO,2018-10-01,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.37709334,-34.64035082",-58.37709334,-34.64035082
2018-0105,PEATON,PASAJEROS,PEATON,FEMENINO,56,Entre 41 y 60,2018,10,3,Miercoles,18,18:12:00,1,PEATON-PASAJEROS,2018-10-03,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.46963952,-34.63070603",-58.46963952,-34.63070603
2018-0106,CONDUCTOR,MOTO,MOTO,MASCULINO,27,Entre 21 y 40,2018,10,4,Jueves,22,22:02:00,1,MOTO-MOTO,2018-10-04,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.43674281,-34.55161027",-58.43674281,-34.55161027
2018-0107,PEATON,PASAJEROS,PEATON,FEMENINO,62,Entre 61 y 80,2018,10,6,Sabado,14,14:20:00,1,PEATON-PASAJEROS,2018-10-06,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.4059686,-34.61011987",-58.4059686,-34.61011987
2018-0108,CONDUCTOR,AUTO,MOTO,MASCULINO,37,Entre 21 y 40,2018,10,9,Martes,14,14:00:00,1,MOTO-AUTO,2018-10-10,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.36154069,-34.60463618",-58.36154069,-34.60463618
2018-0109,PEATON,PASAJEROS,PEATON,MASCULINO,34,Entre 21 y 40,2018,10,10,Miercoles,22,22:12:00,1,PEATON-PASAJEROS,2018-10-10,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.37062179,-34.60066507",-58.37062179,-34.60066507
2018-0110,PEATON,MOTO,PEATON,MASCULINO,60,Entre 61 y 80,2018,10,13,Sabado,3,03:05:00,1,PEATON-MOTO,2018-10-14,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.43220014,-34.60207186",-58.43220014,-34.60207186
2018-0111,CONDUCTOR,CARGAS,MOTO,MASCULINO,28,Entre 21 y 40,2018,10,19,Viernes,12,12:13:00,1,MOTO-CARGAS,2018-10-19,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.46958442,-34.64949724",-58.46958442,-34.64949724
2018-0112,CONDUCTOR,CARGAS,MOTO,FEMENINO,28,Entre 21 y 40,2018,10,24,Miercoles,9,09:18:00,1,MOTO-CARGAS,2018-10-24,Muñecas y Serrano,CALLE,MU?ECAS,SERRANO,MUÃ‘ECAS y SERRANO,COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.44671397,-34.59970903",-58.44671397,-34.59970903
2018-0113,CONDUCTOR,CARGAS,MOTO,MASCULINO,20,Entre 21 y 40,2018,10,25,Jueves,11,11:00:00,1,MOTO-CARGAS,2018-10-25,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.47152163,-34.61474911",-58.47152163,-34.61474911
2018-0114,CONDUCTOR,AUTO,MOTO,MASCULINO,23,Entre 21 y 40,2018,10,30,Martes,2,02:15:00,1,MOTO-AUTO,2018-10-30,Solis e Independencia Av.,AVENIDA,SOLIS,INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.39032921,-34.61807951",-58.39032921,-34.61807951
2018-0115,PEATON,PASAJEROS,PEATON,MASCULINO,42,Entre 41 y 60,2018,10,31,Miercoles,12,12:30:00,1,PEATON-PASAJEROS,2018-11-01,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52887773,-34.64297861",-58.52887773,-34.64297861
2018-0116,PEATON,CARGAS,PEATON,MASCULINO,48,Entre 41 y 60,2018,11,1,Jueves,10,10:50:00,1,PEATON-CARGAS,2018-11-08,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 14800",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.49371157,-34.67981324",-58.49371157,-34.67981324
2018-0117,CONDUCTOR,MOTO,MOTO,MASCULINO,30,Entre 21 y 40,2018,11,4,Domingo,8,08:15:00,1,MOTO-MOTO,2018-11-08,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 5321",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.48266599,-34.66012327",-58.48266599,-34.66012327
2018-0118,PEATON,MOTO,PEATON,FEMENINO,80,Más de 80,2018,11,5,Lunes,14,14:49:00,1,PEATON-MOTO,2018-11-05,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.40612253,-34.60774301",-58.40612253,-34.60774301
2018-0119,PEATON,SD,PEATON,FEMENINO,32,Entre 21 y 40,2018,11,5,Lunes,22,22:35:00,1,PEATON-SD,2018-11-06,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAN PEDRITO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.43613623,-34.66292532",-58.43613623,-34.66292532
2018-0120,PEATON,AUTO,PEATON,FEMENINO,51,Entre 41 y 60,2018,11,9,Viernes,13,13:34:00,1,PEATON-AUTO,2018-11-20,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.48250732,-34.57208238",-58.48250732,-34.57208238
2018-0121,PEATON,PASAJEROS,PEATON,FEMENINO,72,Entre 61 y 80,2018,11,9,Viernes,16,16:32:00,1,PEATON-PASAJEROS,2018-11-09,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,MANZONI,RIVADAVIA AV. y MANZONI,COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.49945705,-34.6374328",-58.49945705,-34.6374328
2018-0122,CONDUCTOR,AUTO,AUTO,MASCULINO,33,Entre 21 y 40,2018,11,12,Lunes,1,01:00:00,1,AUTO-AUTO,2018-11-12,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.47743966,-34.67233407",-58.47743966,-34.67233407
